day,bysubj_day,date,time_window,context,nervous,upset,satisfied,happy,scs_pos_1,scs_neg_2,scs_pos_3,scs_neg_4,scs_neg_5,scs_pos_6,scs_pos_7,scs_neg_8,id
6,5,2022-05-07,4,2,1,1,5,5,4,2,4,4,2,5,4,5,53
6,5,2022-05-07,5,2,1,1,4,5,4,2,4,4,4,4,3,6,53
7,6,2022-05-14,1,0,3,2,3,3,4,3,5,4,4,4,4,4,53
7,6,2022-05-14,2,-1,3,3,2,2,3,4,4,4,4,4,3,5,53
7,6,2022-05-14,3,0,2,1,4,4,4,3,5,3,3,4,4,4,53
7,6,2022-05-14,4,1,2,2,2,1,1,2,6,3,2,5,4,2,53
7,6,2022-05-14,5,1,2,1,4,4,4,2,5,2,2,4,4,4,53
8,7,2022-05-21,1,1,2,2,4,4,4,2,5,4,2,4,4,4,53
8,7,2022-05-21,2,0,2,1,3,4,4,3,5,4,2,5,4,4,53
8,7,2022-05-21,3,1,2,1,4,3,5,3,5,5,3,5,5,5,53
8,7,2022-05-21,4,1,2,2,4,2,5,2,5,4,2,5,4,4,53
8,7,2022-05-21,5,1,2,2,4,4,5,3,5,4,3,4,5,4,53
9,8,2022-05-28,1,1,2,2,4,4,5,2,5,4,2,4,4,4,53
9,8,2022-05-28,2,1,2,1,3,4,4,2,5,4,3,4,4,4,53
9,8,2022-05-28,3,0,2,2,3,3,4,3,5,4,3,4,4,4,53
9,8,2022-05-28,4,0,3,2,3,2,4,3,5,4,4,4,4,4,53
9,8,2022-05-28,5,1,2,1,4,5,4,2,5,3,2,4,4,4,53
1,1,2022-04-02,2,0,3,3,4,4,5,3,4,2,2,4,5,4,54
1,1,2022-04-02,3,0,3,3,3,3,5,3,4,2,2,4,5,4,54
1,1,2022-04-02,4,0,3,3,3,3,5,2,4,2,2,4,5,4,54
1,1,2022-04-02,5,0,3,3,3,3,5,3,3,2,3,4,5,4,54
2,2,2022-04-09,2,0,3,3,3,3,4,3,2,2,4,4,4,3,54
2,2,2022-04-09,3,0,3,4,3,3,4,4,2,3,4,3,4,3,54
2,2,2022-04-09,4,0,3,3,2,3,3,5,1,4,2,3,4,4,54
2,2,2022-04-09,5,1,3,3,3,3,4,4,1,3,3,3,3,3,54
3,3,2022-04-16,1,0,3,3,4,4,4,3,2,2,4,3,4,4,54
3,3,2022-04-16,3,-2,5,4,1,4,4,5,3,3,4,4,2,5,54
3,3,2022-04-16,4,-2,3,3,4,4,4,4,4,4,4,4,4,4,54
3,3,2022-04-16,5,-1,3,3,2,3,4,3,3,3,4,4,4,3,54
4,4,2022-04-23,2,0,2,2,2,3,4,3,4,5,3,4,4,3,54
4,4,2022-04-23,3,0,2,3,3,3,4,3,3,3,3,4,3,3,54
4,4,2022-04-23,4,0,2,3,3,2,2,3,2,3,3,2,3,4,54
4,4,2022-04-23,5,0,2,2,3,3,3,3,5,3,3,2,2,4,54
5,5,2022-04-30,2,0,2,2,3,3,4,2,4,4,2,4,4,4,54
5,5,2022-04-30,3,0,3,2,3,3,4,3,4,3,3,3,4,4,54
5,5,2022-04-30,4,0,3,3,3,3,4,3,3,2,3,3,4,4,54
5,5,2022-04-30,5,0,2,4,2,2,4,3,4,4,2,3,5,4,54
6,6,2022-05-07,1,0,4,3,2,3,4,3,3,3,4,3,4,3,54
6,6,2022-05-07,2,-2,5,5,2,1,5,3,4,4,3,3,4,5,54
6,6,2022-05-07,3,-1,4,4,3,2,4,2,3,4,3,4,5,4,54
6,6,2022-05-07,4,-2,3,3,3,3,3,3,2,3,3,3,5,4,54
6,6,2022-05-07,5,1,2,2,3,4,5,2,4,3,2,4,5,4,54
7,7,2022-05-14,2,0,4,3,3,3,3,3,2,3,2,3,3,4,54
7,7,2022-05-14,3,0,2,2,3,3,5,2,4,4,2,3,3,4,54
7,7,2022-05-14,4,0,1,3,3,3,3,4,4,4,2,3,5,2,54
7,7,2022-05-14,5,0,1,1,2,3,4,2,4,3,1,4,5,4,54
8,8,2022-05-21,1,0,2,3,2,2,3,5,3,3,2,4,4,5,54
8,8,2022-05-21,2,1,2,1,3,3,4,2,4,3,1,4,3,4,54
8,8,2022-05-21,3,0,2,1,3,3,4,2,4,3,2,4,5,4,54
8,8,2022-05-21,4,0,2,2,3,3,4,3,4,2,2,3,4,4,54
8,8,2022-05-21,5,0,3,1,3,3,5,3,4,2,2,5,4,4,54
9,9,2022-05-28,1,0,2,3,3,3,4,2,3,4,2,3,4,5,54
9,9,2022-05-28,2,0,1,2,3,3,5,3,4,3,2,5,5,4,54
9,9,2022-05-28,3,0,2,1,3,3,5,3,4,2,3,4,5,4,54
9,9,2022-05-28,4,0,1,1,3,3,4,2,4,3,2,4,4,5,54
9,9,2022-05-28,5,0,1,1,3,3,5,2,5,2,1,4,5,5,54
1,1,2022-04-02,1,1,2,2,4,3,6,2,6,3,2,5,4,3,55
1,1,2022-04-02,3,1,1,2,4,4,6,2,6,2,2,5,5,2,55
1,1,2022-04-02,5,2,2,2,4,5,5,1,5,3,2,5,5,5,55
2,2,2022-04-09,1,1,4,3,2,2,3,3,5,4,4,4,3,4,55
2,2,2022-04-09,2,0,4,5,2,2,4,4,5,4,4,4,3,4,55
2,2,2022-04-09,3,-1,4,3,3,2,3,3,4,5,3,5,4,3,55
2,2,2022-04-09,4,2,2,2,5,4,4,2,4,2,2,4,5,5,55
2,2,2022-04-09,5,2,2,2,4,4,5,2,5,2,2,4,5,5,55
3,3,2022-04-16,1,-1,2,3,3,4,4,2,5,4,2,5,4,3,55
3,3,2022-04-16,2,0,3,2,2,3,4,4,5,4,3,4,4,3,55
3,3,2022-04-16,3,0,3,3,2,2,4,3,4,4,4,4,3,5,55
3,3,2022-04-16,4,-1,4,3,2,2,3,3,5,4,4,3,3,5,55
4,4,2022-04-23,1,-1,4,4,2,2,4,3,4,4,2,4,4,2,55
4,4,2022-04-23,2,-1,5,4,2,2,2,4,4,5,4,4,3,3,55
4,4,2022-04-23,3,0,4,3,3,2,3,4,5,4,3,5,3,3,55
4,4,2022-04-23,5,1,2,2,4,4,5,2,5,2,2,4,4,4,55
5,5,2022-04-30,1,0,2,2,3,4,4,2,5,3,3,4,4,3,55
5,5,2022-04-30,2,-1,4,4,1,2,2,4,4,5,5,3,2,5,55
5,5,2022-04-30,4,2,3,3,2,2,4,3,4,4,4,4,4,4,55
5,5,2022-04-30,5,-1,4,4,2,2,3,4,4,5,5,3,3,5,55
6,6,2022-05-07,1,-1,5,3,2,2,2,4,3,5,4,4,3,2,55
6,6,2022-05-07,2,1,2,2,3,3,4,3,5,3,3,5,4,4,55
6,6,2022-05-07,4,1,2,2,2,3,5,2,5,4,4,5,4,4,55
6,6,2022-05-07,5,1,4,3,2,2,4,3,4,4,4,3,4,5,55
8,7,2022-05-21,1,1,2,2,3,4,5,2,5,3,2,5,4,4,55
8,7,2022-05-21,4,-1,2,2,3,4,4,2,4,2,2,5,4,3,55
9,8,2022-05-28,2,0,3,2,3,4,5,2,5,3,2,4,4,4,55
9,8,2022-05-28,3,0,2,2,2,4,5,2,5,3,2,5,5,3,55
1,1,2022-04-02,1,-1,3,4,2,2,4,4,3,2,4,3,4,5,56
1,1,2022-04-02,1,0,2,2,2,3,4,4,1,2,4,3,4,5,56
1,1,2022-04-02,1,0,3,2,2,2,3,4,3,3,4,3,4,4,56
1,1,2022-04-02,1,0,1,1,2,4,3,2,3,3,4,3,4,5,56
2,2,2022-04-09,1,1,2,3,3,3,4,4,2,3,3,3,3,3,56
2,2,2022-04-09,1,-1,4,4,1,1,4,6,2,5,6,2,1,6,56
2,2,2022-04-09,1,-1,5,5,1,1,3,6,2,4,6,2,2,6,56
2,2,2022-04-09,1,0,3,3,2,2,3,5,2,5,4,3,3,4,56
2,2,2022-04-09,1,0,4,4,2,2,4,5,3,4,5,5,2,5,56
3,3,2022-04-16,1,0,2,2,2,4,4,4,4,4,4,3,3,5,56
3,3,2022-04-16,1,0,3,3,4,2,2,4,4,4,4,2,2,4,56
3,3,2022-04-16,1,0,3,3,2,2,3,4,2,4,4,3,3,4,56
3,3,2022-04-16,1,-1,4,3,2,2,3,5,2,4,5,2,2,5,56
4,4,2022-04-23,1,0,2,3,2,3,4,4,4,4,4,2,3,5,56
4,4,2022-04-23,1,-1,2,3,3,2,4,4,4,3,3,3,3,4,56
4,4,2022-04-23,1,0,4,3,2,2,3,4,4,2,4,3,3,5,56
4,4,2022-04-23,1,0,2,2,2,3,4,4,4,3,3,3,4,6,56
4,4,2022-04-23,1,0,2,2,2,3,4,4,3,3,3,2,4,5,56
5,5,2022-04-30,1,0,2,2,3,3,4,4,3,3,3,3,4,4,56
5,5,2022-04-30,1,0,5,4,2,2,4,4,3,4,5,3,3,5,56
5,5,2022-04-30,1,0,2,2,3,3,3,4,3,3,4,3,3,4,56
5,5,2022-04-30,1,0,2,1,3,2,4,4,3,3,5,3,3,5,56
5,5,2022-04-30,1,0,4,3,2,3,3,5,3,4,4,3,3,4,56
6,6,2022-05-07,1,-1,4,3,2,2,3,4,3,3,4,3,2,5,56
6,6,2022-05-07,1,-1,5,5,2,1,2,5,2,1,2,2,3,6,56
6,6,2022-05-07,1,0,3,3,2,2,3,4,3,3,4,2,3,5,56
6,6,2022-05-07,1,0,2,2,3,3,2,4,2,2,4,3,3,5,56
7,7,2022-05-14,1,0,1,2,3,3,3,3,3,3,4,3,4,4,56
7,7,2022-05-14,1,0,2,2,3,4,4,4,3,3,2,3,3,5,56
7,7,2022-05-14,1,1,1,2,3,4,4,3,3,2,3,3,3,4,56
7,7,2022-05-14,1,0,1,1,3,4,4,4,3,3,4,3,3,5,56
7,7,2022-05-14,1,0,2,2,3,3,4,4,3,3,4,3,3,5,56
8,8,2022-05-21,1,0,2,2,3,3,4,5,3,3,4,2,3,5,56
8,8,2022-05-21,1,0,2,2,3,4,4,2,2,2,3,3,2,4,56
8,8,2022-05-21,1,0,2,1,3,3,4,5,3,3,4,3,3,5,56
8,8,2022-05-21,1,0,1,2,2,3,4,5,3,3,3,2,3,4,56
9,9,2022-05-28,1,0,3,2,2,2,2,5,2,4,5,2,2,5,56
9,9,2022-05-28,1,0,2,2,2,2,3,4,3,3,4,2,2,4,56
9,9,2022-05-28,1,0,3,3,1,2,3,4,2,4,4,2,2,5,56
9,9,2022-05-28,1,0,1,2,3,4,4,4,3,3,4,2,2,4,56
1,1,2022-04-02,1,-1,2,3,2,3,3,3,4,4,4,5,5,2,59
1,1,2022-04-02,2,1,2,2,3,3,3,2,3,2,2,5,5,2,59
1,1,2022-04-02,3,0,2,2,3,3,4,2,4,2,2,5,4,4,59
1,1,2022-04-02,4,0,2,1,2,4,3,1,2,2,2,4,4,3,59
1,1,2022-04-02,5,1,2,2,3,3,4,2,2,3,2,4,4,3,59
2,2,2022-04-09,1,1,2,2,3,3,4,2,3,2,2,4,5,3,59
2,2,2022-04-09,2,-2,2,2,4,4,5,2,2,2,2,5,5,2,59
2,2,2022-04-09,3,0,2,2,3,3,4,2,3,2,3,5,5,3,59
2,2,2022-04-09,4,0,2,2,2,3,4,3,2,3,4,4,4,3,59
2,2,2022-04-09,5,2,2,1,4,4,4,2,2,2,3,4,5,4,59
3,3,2022-04-16,1,-2,3,4,2,2,3,4,3,5,5,4,2,5,59
3,3,2022-04-16,2,0,3,3,3,2,3,3,3,4,3,4,3,3,59
3,3,2022-04-16,3,-2,3,3,2,2,3,3,3,3,3,5,3,3,59
3,3,2022-04-16,4,-2,3,3,1,2,3,3,3,4,2,4,4,3,59
4,4,2022-04-23,1,-1,2,2,3,3,3,3,2,3,3,4,4,3,59
4,4,2022-04-23,2,1,3,2,3,3,3,3,3,3,3,4,4,3,59
4,4,2022-04-23,3,-1,3,3,1,2,3,3,3,3,3,4,3,4,59
4,4,2022-04-23,4,1,2,2,3,3,3,2,3,3,3,4,4,3,59
4,4,2022-04-23,5,1,2,2,3,3,3,2,3,2,3,4,4,3,59
5,5,2022-04-30,1,-2,4,3,2,1,2,3,3,3,3,4,4,4,59
5,5,2022-04-30,2,-1,3,3,2,2,2,2,3,3,3,5,5,3,59
5,5,2022-04-30,3,-1,3,2,2,2,2,2,3,3,3,5,4,3,59
5,5,2022-04-30,4,-1,2,3,2,2,3,2,3,2,3,4,4,3,59
5,5,2022-04-30,5,0,2,3,2,2,3,2,2,2,2,5,4,2,59
6,6,2022-05-07,1,-2,3,4,1,2,4,3,4,4,3,5,4,3,59
6,6,2022-05-07,2,1,3,3,2,3,3,3,3,3,3,4,4,3,59
6,6,2022-05-07,3,1,2,2,3,4,4,3,4,3,3,5,5,4,59
6,6,2022-05-07,4,1,2,2,3,4,4,2,3,2,2,5,5,3,59
6,6,2022-05-07,5,1,2,2,3,3,3,3,3,3,4,5,4,3,59
7,7,2022-05-14,1,-2,2,3,2,3,3,2,3,2,2,5,4,2,59
7,7,2022-05-14,2,1,2,2,3,3,3,2,2,2,2,4,5,2,59
7,7,2022-05-14,4,1,2,2,3,4,4,2,2,2,2,5,5,3,59
8,8,2022-05-21,5,1,2,2,3,4,4,2,3,2,2,5,4,3,59
9,9,2022-05-28,5,1,2,2,3,4,4,2,3,2,2,4,5,3,59
9,9,2022-05-28,5,1,2,2,3,4,4,2,3,2,2,5,4,3,59
10,10,2022-06-04,1,-2,3,3,2,4,2,4,3,4,4,3,3,4,59
1,1,2022-04-02,1,0,3,2,3,4,4,6,6,5,5,2,3,6,62
1,1,2022-04-02,2,0,4,4,2,2,4,5,6,3,4,3,2,5,62
1,1,2022-04-02,3,-1,5,5,1,2,4,6,5,6,5,2,2,6,62
1,1,2022-04-02,4,1,4,4,4,4,4,5,5,5,4,5,2,6,62
1,1,2022-04-02,5,2,1,2,5,5,3,3,6,2,4,4,4,5,62
2,2,2022-04-09,1,-2,5,5,1,1,4,6,5,6,2,1,1,6,62
2,2,2022-04-09,2,-1,4,4,2,2,4,5,5,5,2,2,4,6,62
2,2,2022-04-09,3,0,4,4,2,2,2,5,4,5,3,2,3,6,62
3,3,2022-04-16,3,0,2,1,2,4,5,5,4,5,2,4,4,5,62
4,4,2022-04-23,1,-1,5,5,2,2,2,6,4,5,5,2,2,6,62
4,4,2022-04-23,2,-1,5,5,1,2,2,5,5,5,5,2,2,6,62
4,4,2022-04-23,3,1,2,2,2,3,3,3,5,5,4,2,3,5,62
4,4,2022-04-23,4,0,2,3,2,3,3,5,5,5,4,3,3,5,62
5,5,2022-04-30,2,0,4,4,2,2,3,5,6,5,4,3,3,4,62
5,5,2022-04-30,3,0,4,4,2,2,3,5,4,5,4,2,3,4,62
5,5,2022-04-30,4,1,3,3,2,3,4,3,4,4,3,3,4,4,62
5,5,2022-04-30,5,0,2,2,4,3,3,3,2,3,2,2,2,3,62
6,6,2022-05-07,1,0,3,3,2,3,3,2,5,3,3,3,3,3,62
6,6,2022-05-07,2,0,2,2,3,3,5,2,6,4,2,5,5,3,62
6,6,2022-05-07,3,0,3,3,3,2,4,2,6,5,3,5,4,2,62
6,6,2022-05-07,4,1,2,2,3,4,5,2,6,3,2,6,5,2,62
7,7,2022-05-14,1,0,4,3,2,2,4,3,5,3,2,3,4,3,62
7,7,2022-05-14,2,1,4,2,3,2,5,3,5,3,2,4,4,2,62
7,7,2022-05-14,3,0,3,3,2,2,4,3,5,4,3,5,4,5,62
7,7,2022-05-14,4,1,2,2,3,4,5,2,6,2,1,5,5,5,62
8,8,2022-05-21,3,2,1,1,5,5,6,1,3,2,4,4,6,4,62
9,9,2022-05-28,1,1,2,2,3,5,5,2,4,4,2,4,5,2,62
9,9,2022-05-28,2,0,4,4,2,2,4,2,6,5,5,3,3,5,62
9,9,2022-05-28,3,0,4,4,2,2,2,4,5,5,4,3,3,5,62
9,9,2022-05-28,4,0,4,5,1,2,3,5,5,5,4,2,3,5,62
9,9,2022-05-28,5,0,4,4,1,2,3,4,5,5,5,3,2,6,62
1,1,2022-04-02,1,0,1,1,5,5,5,4,4,1,4,3,3,5,63
1,1,2022-04-02,2,1,1,1,4,4,5,4,4,4,4,3,4,5,63
1,1,2022-04-02,3,1,2,1,3,4,5,4,4,5,4,3,4,4,63
1,1,2022-04-02,4,-1,2,2,4,4,5,4,4,3,3,3,4,4,63
1,1,2022-04-02,5,0,1,1,4,4,5,4,4,4,3,3,4,3,63
2,2,2022-04-09,1,1,1,1,3,4,5,4,4,3,3,4,3,5,63
2,2,2022-04-09,2,1,2,1,4,4,5,4,4,4,4,3,4,5,63
2,2,2022-04-09,3,0,2,1,4,5,5,4,4,5,3,4,4,5,63
2,2,2022-04-09,4,1,2,1,3,5,5,3,4,4,3,3,4,4,63
2,2,2022-04-09,5,0,1,1,4,5,5,4,4,2,3,4,4,4,63
3,3,2022-04-16,2,1,2,1,4,5,5,3,4,3,2,4,4,4,63
3,3,2022-04-16,3,0,1,1,4,5,4,3,4,3,5,4,4,4,63
3,3,2022-04-16,4,1,1,1,4,5,5,2,6,4,3,5,4,4,63
3,3,2022-04-16,5,2,1,1,5,5,5,3,5,3,2,5,5,4,63
4,4,2022-04-23,1,1,1,2,4,5,5,3,6,3,2,5,5,4,63
4,4,2022-04-23,2,2,1,1,5,5,6,2,1,2,2,5,5,5,63
4,4,2022-04-23,3,2,1,1,5,5,6,2,5,2,2,5,5,6,63
4,4,2022-04-23,4,2,1,1,5,5,6,1,1,2,1,5,5,5,63
4,4,2022-04-23,5,2,1,1,5,5,5,2,4,3,2,5,5,4,63
5,5,2022-04-30,1,1,1,1,4,5,5,3,5,2,1,5,4,4,63
5,5,2022-04-30,2,0,1,1,3,4,5,2,5,3,2,5,4,4,63
5,5,2022-04-30,3,0,1,1,4,4,6,2,5,2,2,5,5,4,63
5,5,2022-04-30,4,0,1,1,4,5,5,2,5,2,2,5,5,4,63
5,5,2022-04-30,5,1,1,4,4,4,5,2,5,4,2,5,5,4,63
6,6,2022-05-07,1,1,1,1,3,5,5,2,6,3,1,5,5,4,63
6,6,2022-05-07,2,1,1,1,3,5,5,3,6,4,2,5,5,3,63
6,6,2022-05-07,3,1,1,1,3,5,5,2,5,3,2,4,4,3,63
6,6,2022-05-07,4,1,2,1,3,5,6,2,5,3,2,5,5,4,63
6,6,2022-05-07,5,2,1,1,3,5,5,2,5,2,1,5,5,4,63
7,7,2022-05-14,2,1,1,1,3,4,5,2,6,3,2,5,5,4,63
7,7,2022-05-14,3,0,4,2,4,3,5,3,5,2,2,4,5,6,63
7,7,2022-05-14,4,1,1,1,4,4,5,2,6,3,2,4,5,4,63
7,7,2022-05-14,5,0,1,1,5,4,5,2,5,2,2,5,5,2,63
8,8,2022-05-21,1,1,1,1,4,5,5,2,5,3,2,5,5,3,63
8,8,2022-05-21,2,1,1,1,3,4,5,2,5,3,2,5,5,2,63
8,8,2022-05-21,3,1,1,1,3,5,5,2,5,2,2,5,5,2,63
8,8,2022-05-21,4,1,1,1,3,5,6,2,6,5,2,5,5,5,63
8,8,2022-05-21,5,2,1,1,5,5,5,2,5,2,2,5,6,5,63
9,9,2022-05-28,1,0,1,1,4,5,5,2,6,2,2,5,5,3,63
9,9,2022-05-28,2,1,1,1,4,5,6,2,5,2,2,5,5,4,63
9,9,2022-05-28,3,1,1,1,4,5,5,1,6,2,1,5,5,4,63
9,9,2022-05-28,4,1,1,1,4,5,5,2,5,2,1,5,5,4,63
9,9,2022-05-28,5,0,1,1,5,5,5,2,5,2,2,5,5,3,63
3,1,2022-04-16,1,-1,3,4,2,2,2,4,5,4,3,3,2,4,64
3,1,2022-04-16,3,2,2,2,5,4,4,2,6,1,2,5,5,4,64
3,1,2022-04-16,5,1,3,2,3,4,1,2,5,2,4,2,3,3,64
4,2,2022-04-23,2,0,2,2,3,4,1,1,4,1,2,3,5,1,64
4,2,2022-04-23,3,1,2,2,4,3,2,3,6,3,1,4,4,2,64
4,2,2022-04-23,4,-2,3,4,2,1,2,2,5,4,3,4,2,6,64
4,2,2022-04-23,5,1,1,1,4,5,2,1,6,3,2,5,6,4,64
5,3,2022-04-30,2,0,2,2,3,3,2,1,5,2,1,5,3,2,64
5,3,2022-04-30,3,0,2,2,3,3,3,1,6,2,2,4,4,2,64
5,3,2022-04-30,4,-1,3,3,3,3,2,1,5,1,3,5,4,4,64
5,3,2022-04-30,5,2,1,1,4,5,3,2,6,3,5,4,5,5,64
6,4,2022-05-07,1,1,2,2,4,4,5,1,6,2,1,5,5,5,64
6,4,2022-05-07,2,1,3,2,4,3,1,1,6,1,1,6,6,5,64
6,4,2022-05-07,3,-1,2,3,4,3,2,2,6,2,2,4,5,4,64
6,4,2022-05-07,4,-1,2,2,2,2,2,2,5,2,2,2,3,2,64
6,4,2022-05-07,5,1,2,3,4,4,2,1,6,2,1,5,5,5,64
7,5,2022-05-14,2,0,3,3,2,4,4,2,6,1,2,6,5,3,64
7,5,2022-05-14,3,1,3,2,3,3,2,1,6,2,5,4,5,4,64
7,5,2022-05-14,4,-1,3,4,2,2,2,1,6,5,4,2,5,4,64
7,5,2022-05-14,5,1,2,2,3,3,1,2,6,3,4,5,5,5,64
8,6,2022-05-21,1,1,2,2,3,4,3,3,6,5,2,5,5,4,64
8,6,2022-05-21,2,1,4,3,3,2,2,2,6,4,2,4,5,4,64
8,6,2022-05-21,3,1,4,3,2,2,2,4,4,4,4,4,5,5,64
8,6,2022-05-21,4,1,3,3,2,3,3,4,5,5,5,3,5,4,64
8,6,2022-05-21,5,1,3,3,4,2,3,3,5,5,3,4,4,5,64
9,7,2022-05-28,3,1,4,2,3,3,3,4,5,5,5,4,5,5,64
9,7,2022-05-28,4,-1,4,4,2,2,2,4,3,5,5,2,5,5,64
9,7,2022-05-28,5,-1,5,4,1,1,1,5,2,5,5,2,1,5,64
10,8,2022-06-04,1,1,3,2,2,3,4,4,5,5,5,4,3,5,64
10,8,2022-06-04,2,1,2,2,3,4,2,2,5,4,2,4,4,4,64
10,8,2022-06-04,4,0,3,4,2,2,2,4,3,4,4,4,4,4,64
10,8,2022-06-04,5,1,2,2,3,3,2,3,4,4,3,5,4,4,64
1,1,2022-04-02,1,0,3,1,3,4,4,3,5,4,2,5,4,6,65
1,1,2022-04-02,2,-1,4,4,2,2,5,4,6,5,2,6,4,5,65
1,1,2022-04-02,3,0,2,3,3,3,5,4,5,4,2,5,4,5,65
1,1,2022-04-02,4,1,2,2,4,3,5,5,5,4,2,5,4,5,65
1,1,2022-04-02,5,1,4,2,3,3,4,4,5,4,2,5,3,6,65
2,2,2022-04-09,1,2,1,1,3,4,5,4,6,3,2,5,3,4,65
2,2,2022-04-09,2,1,2,2,4,4,4,3,6,3,3,5,3,5,65
2,2,2022-04-09,3,1,2,2,3,4,5,4,5,4,3,5,3,5,65
2,2,2022-04-09,4,1,2,2,3,4,4,2,5,5,3,5,3,5,65
2,2,2022-04-09,5,1,4,3,4,3,4,5,5,6,3,5,3,5,65
3,3,2022-04-16,1,0,1,2,4,4,4,4,5,4,2,5,2,4,65
3,3,2022-04-16,2,0,1,1,4,4,5,3,5,3,3,5,3,5,65
3,3,2022-04-16,3,0,3,2,4,4,4,4,5,4,4,5,3,4,65
3,3,2022-04-16,4,0,3,2,4,3,4,4,5,4,2,5,4,5,65
3,3,2022-04-16,5,0,2,4,4,4,4,5,5,6,2,4,2,6,65
4,4,2022-04-23,1,1,1,1,4,4,5,4,5,4,2,5,3,5,65
4,4,2022-04-23,2,0,1,2,4,4,4,4,5,4,4,5,3,4,65
4,4,2022-04-23,3,0,2,2,4,4,4,4,5,5,2,5,3,5,65
4,4,2022-04-23,4,0,2,2,4,4,5,4,5,5,2,5,4,5,65
4,4,2022-04-23,5,0,2,1,4,4,5,3,5,4,2,5,3,5,65
5,5,2022-04-30,1,0,1,2,4,4,4,4,4,5,3,5,2,4,65
5,5,2022-04-30,2,0,3,2,4,3,4,4,5,4,3,4,3,4,65
5,5,2022-04-30,3,0,3,3,4,3,3,4,5,4,4,5,3,5,65
5,5,2022-04-30,4,0,2,2,4,4,4,5,5,5,3,5,3,5,65
5,5,2022-04-30,5,1,2,2,4,4,4,4,5,4,3,5,3,5,65
6,6,2022-05-07,2,2,2,2,4,4,4,4,5,4,2,5,3,4,65
6,6,2022-05-07,3,0,2,2,4,4,4,4,5,4,2,5,3,4,65
6,6,2022-05-07,4,-1,2,2,4,4,4,4,5,5,3,5,3,4,65
6,6,2022-05-07,5,1,3,3,3,3,4,4,5,4,3,4,4,5,65
7,7,2022-05-14,1,2,1,1,5,5,4,3,5,3,2,5,3,4,65
7,7,2022-05-14,2,-1,3,4,4,3,4,4,5,4,2,5,3,5,65
7,7,2022-05-14,3,1,2,2,4,5,3,4,5,4,3,4,3,5,65
7,7,2022-05-14,4,1,2,2,4,4,4,4,5,4,3,5,3,4,65
7,7,2022-05-14,5,1,2,2,4,4,4,4,5,4,2,5,4,4,65
8,8,2022-05-21,1,2,1,1,4,4,4,2,5,5,5,5,2,5,65
8,8,2022-05-21,2,2,1,2,4,5,4,3,5,5,2,5,3,5,65
8,8,2022-05-21,3,2,1,1,4,4,4,3,5,4,2,5,4,5,65
8,8,2022-05-21,4,1,3,4,4,3,4,3,5,5,4,4,3,4,65
8,8,2022-05-21,5,1,2,1,4,4,4,5,5,3,5,5,3,5,65
9,9,2022-05-28,2,1,1,1,4,4,4,3,5,3,2,5,3,5,65
9,9,2022-05-28,3,2,1,1,4,5,5,2,5,2,3,5,4,5,65
9,9,2022-05-28,4,2,1,1,5,5,5,2,5,2,2,5,3,6,65
9,9,2022-05-28,5,2,1,1,5,5,5,2,5,2,2,5,4,5,65
2,1,2022-04-09,1,1,1,2,4,4,5,2,4,2,4,5,4,4,57
2,1,2022-04-09,3,1,1,1,4,5,5,2,4,2,4,2,5,4,57
3,2,2022-04-16,1,1,1,1,3,4,4,2,4,2,4,4,4,5,57
3,2,2022-04-16,1,0,2,3,3,3,4,3,6,2,4,5,4,4,57
3,2,2022-04-16,2,-1,2,2,4,4,3,2,6,2,2,5,6,6,57
3,2,2022-04-16,3,0,3,2,2,3,3,2,4,4,4,4,3,4,57
3,2,2022-04-16,3,-1,4,4,2,1,4,4,5,2,2,5,5,5,57
3,2,2022-04-16,4,0,4,4,3,4,5,6,2,3,1,3,4,2,57
3,2,2022-04-16,5,0,5,4,4,3,6,2,3,2,5,3,5,1,57
4,3,2022-04-23,1,0,1,1,3,4,5,2,6,2,3,4,5,1,57
4,3,2022-04-23,1,0,1,1,4,5,5,2,6,1,2,5,5,5,57
4,3,2022-04-23,2,0,1,1,4,4,5,1,5,3,3,5,5,5,57
4,3,2022-04-23,3,0,1,1,3,3,5,2,5,2,4,5,5,5,57
4,3,2022-04-23,4,0,1,1,3,4,5,2,5,2,3,4,4,5,57
4,3,2022-04-23,5,0,4,1,4,5,3,4,3,2,3,4,4,2,57
5,4,2022-04-30,1,0,1,2,2,3,4,2,6,2,2,5,6,4,57
5,4,2022-04-30,1,0,4,2,3,3,3,3,4,4,4,4,2,4,57
5,4,2022-04-30,2,0,1,1,2,3,4,3,6,2,3,5,4,4,57
5,4,2022-04-30,3,0,1,2,2,3,4,2,6,2,4,5,4,4,57
5,4,2022-04-30,4,0,1,1,2,4,4,3,6,2,4,5,5,6,57
5,4,2022-04-30,5,0,1,1,3,3,4,1,6,2,4,6,5,5,57
6,5,2022-05-07,1,0,2,2,3,4,4,4,6,2,4,3,5,2,57
6,5,2022-05-07,1,0,2,2,4,3,2,4,6,3,4,4,4,5,57
6,5,2022-05-07,2,0,4,2,4,4,5,3,6,2,2,5,3,4,57
6,5,2022-05-07,3,0,3,3,3,4,5,5,2,3,4,4,2,3,57
6,5,2022-05-07,3,0,4,4,4,2,6,3,6,2,2,6,6,5,57
6,5,2022-05-07,4,0,4,4,3,2,3,5,3,2,2,6,5,6,57
6,5,2022-05-07,5,0,4,4,2,3,4,2,3,5,4,4,5,4,57
